Probesets	age1_A	age1_B	age2_A	age2_B
204143_s_at	187.8	58.7	115.6	390.7
204144_s_at	159.1	196.9	289.8	228.1
204145_at	279.9	327.8	397.1	405.8
204146_at	53.7	88.8	192.8	167.7
204147_s_at	375.6	377	244.4	377.5
204148_s_at	143.4	217.6	222	167.4
204149_s_at	618.4	991.4	821.1	411.8
204150_at	340.1	84.7	395.7	553
204151_x_at	2944.5	2215.4	1514.4	3150
204152_s_at	53.1	112.5	47.1	148.6
204153_s_at	304.8	212.7	334.7	405.9
204154_at	181.7	380.7	176.2	279.5
204155_s_at	558.6	238.9	309.7	391.2
204156_at	222.9	158.5	284.8	115.8
204157_s_at	484.1	299.2	403.1	112
204158_s_at	61.1	118.8	236.5	73
204159_at	311.6	546	449.6	453.7
204160_s_at	744	702.2	743.4	560.1
204161_s_at	264.7	456.1	378	366.1
204162_at	63.6	5.7	23.2	7.9
204163_at	38.1	12.7	68.5	40.5
204164_at	20.9	30.5	22	19.2
204165_at	86.7	40.9	101	108
204166_at	24.2	21.1	26.8	36.7
204167_at	31.7	49.1	37.6	36.6
204168_at	1040.5	1099.1	1407.9	1096.2
204169_at	257.5	358.7	447.8	570.1
204170_s_at	338.2	61.9	57.7	217.7
204171_at	332.4	190	213	271.7
204172_at	336.9	151.7	275.7	247.7
204173_at	11572.2	6484.2	15900.9	7325.5
204174_at	607.9	389.2	490.8	568.4
204175_at	535.2	1017.1	864.9	757
204176_at	172.4	248.6	124.6	211.7
204177_s_at	683.6	466	475.1	455.2
204178_s_at	104.7	197.7	81.7	283.1
204179_at	54158	51663.7	59930.5	50627.1
204180_s_at	834.7	575.5	794.6	859.5
204181_s_at	592.8	1055.1	1087	1131.9
204182_s_at	479.8	821.8	455.4	404.8
204183_s_at	49.2	44.6	32.1	69
204184_s_at	150.8	157.7	122.2	287.4
204185_x_at	1210.7	1620.2	1586.1	1505.2
204186_s_at	825.8	757.7	652.1	742.1
204187_at	3834.6	4720.2	2446.9	2889.5
204188_s_at	177.6	369.2	472.8	471.4
204189_at	143.6	88.7	115.2	89.2
204190_at	582	642.7	908.7	676.4
204191_at	345.8	152	239	267.8
204192_at	232.4	65.8	34	101.5
204193_at	684.2	598.2	697	546.2
204194_at	353.7	268.7	497.2	361.7
204195_s_at	18.9	24.7	74.1	94.5
204196_x_at	228.9	224.7	453.4	110.7
204197_s_at	103.7	254.7	182	262.6
204198_s_at	11.8	50.8	25.9	79.2
204199_at	66.1	201.6	199.8	174.2
204200_s_at	44.2	249.9	151.7	258.7
204201_s_at	131.8	51.8	209	23.5
204202_at	10.7	56	73.9	26.6
204203_at	390.5	273.2	295	435
204204_at	502.8	354.9	676.8	470.8
204205_at	227.1	153.8	584.1	150.6
204206_at	467.7	441.5	393.1	313
204207_s_at	403	358.2	360.5	371.2
204208_at	29	17.4	142.4	268
204209_at	972.2	669.8	826.9	833.2
204210_s_at	28	49.1	90.9	10.2
204211_x_at	282	283.6	319.7	534.2
204212_at	512.7	311.1	362.5	443
204213_at	53.9	374.8	83.4	103.6
204214_s_at	115.6	513.7	360.4	425.6
204215_at	209.7	292.1	144.9	302
204216_s_at	217.8	193.1	80.6	414.4
204217_s_at	3291.7	4908.1	4442	2828.2
204218_at	1027.6	922.6	833.6	1112.9
204219_s_at	7027.2	6626.2	6468.8	5911.1
204220_at	210.1	21.6	110	242
204221_x_at	176.9	106.7	94.2	132.8
204222_s_at	18.9	23.7	149	118.7
204223_at	563.6	276.6	148.8	373.9
204224_s_at	109.2	165.4	164.8	79.4
204225_at	313.9	411.9	566.5	442.2
204226_at	227.8	147.2	233.8	332.8
204227_s_at	378.1	456.7	120.9	201.1
204228_at	110.9	214.1	93.1	88.7
204229_at	293.9	473.1	309	301.2
204230_s_at	405.1	245.1	543.6	433.2
204231_s_at	315.2	305.1	324.1	275.6
204232_at	430	446.7	643.6	488.4
204233_s_at	72.7	183.8	48.1	42.4
204234_s_at	312	457.7	290.2	201
204235_s_at	240	470.9	72.2	316
204236_at	146.2	108.1	7.6	130.7
204237_at	340.1	254.8	162.5	235.6
204238_s_at	419.7	396.9	364.5	333.6
204239_s_at	427	768.1	562.6	509.6
204240_s_at	183.4	112.5	217.8	99.7
204241_at	66.7	405.1	59.8	316.9
204242_s_at	26.7	26.7	26.9	43.7
204243_at	605.8	299.8	408.7	256.1
204244_s_at	23.1	74.2	108.9	68.8
204245_s_at	1123	1391.2	2735.8	1437.7
204246_s_at	3156.9	3259.7	3432.7	2875.7
204247_s_at	149.9	73.5	145.9	186.4
204248_at	107.6	356.9	71.4	82.1
204249_s_at	1730	1825.2	1674.2	2054.6
204250_s_at	56.9	39.6	358.6	207.8
204251_s_at	305.1	60.4	44.4	213.9
204252_at	331.6	339.2	766.6	418.6
204253_s_at	361	136.7	328.8	41.4
204254_s_at	183.4	31.2	206.5	82
204255_s_at	290	157.7	342.2	366.1
204256_at	91.7	68.4	264.6	126
204257_at	159.7	188	246.7	169.8
204258_at	386.9	342.7	271.7	349.8
204259_at	291.5	355.8	247.4	239.9
204260_at	366.5	408.5	488.7	392.4
204261_s_at	198.8	11.4	123.9	105.2
204262_s_at	403.7	227.2	244.2	364.7
204263_s_at	57.6	184.8	77.6	317.4
204264_at	284.1	262.4	379.7	166.4
204265_s_at	161	260.6	158.4	66.6
204266_s_at	53.4	64.7	256.7	131.2
204267_x_at	701	652.6	474.9	612.7
204268_at	59.5	57.1	26	130.2
204269_at	164.8	55.1	32.7	334.2
204270_at	33.8	250.6	272.5	199.7
204271_s_at	175.5	33.6	109.1	376
204272_at	318.4	119.9	419.5	161.6
204273_at	143.1	7.9	75	118.8
204274_at	872.6	1211.8	483.2	766.5
204275_at	249.7	186.5	45.4	151.5
204276_at	95.9	203.7	59.7	79.6
204277_s_at	49.4	28.4	82.7	27.5
204278_s_at	719.7	539.2	660.4	687.9
204279_at	635.7	631	449.5	410.9
204280_at	109.1	77.1	414	426.4
204281_at	1216.5	1821.5	1244.6	844.7
204282_s_at	560.9	612.9	756.1	471.7
204283_at	491.6	525.6	718.8	465.8
204284_at	27579.1	30893.5	31924.4	28318.8
204285_s_at	32.2	51.1	132.4	205.4
204286_s_at	2.9	7	4.7	156.4
204287_at	46.7	366.5	212.7	425.6
204288_s_at	134.1	43.4	29.4	142.9
204289_at	99	20.4	372.7	43.6
204290_s_at	837.5	1190.4	904.1	789.4
204291_at	121	99	179.2	226.9
204292_x_at	58.9	95.7	98.2	58.9
204293_at	42.8	37.7	248.7	38.9
204294_at	1108.9	554.5	427.4	852.2
204295_at	1848.6	3903.6	3303.4	2038.8
204296_at	27	10.7	13.2	17.7
204297_at	378	187.9	202.9	433.2
204298_s_at	6.1	103.4	37.1	114
204299_at	102.1	173.2	220.6	167.5
204300_at	415.9	492.5	321.5	289.7
204301_at	153.4	102.9	464.7	250.5
204302_s_at	82.1	248.4	389	278.2
204303_s_at	398.9	160.2	275.7	284.5
204304_s_at	177.8	261.9	273.7	188.8
204305_at	441.1	513.2	598.8	498
204306_s_at	47.6	218.7	177.1	183.6
204307_at	195	177	20.7	22
204308_s_at	1031.1	565.4	423.2	619.4
204309_at	209.2	244.9	463.1	356
204310_s_at	34.2	57.1	46.2	61.7
204311_at	105.6	83.4	247.1	285
204312_x_at	205.7	47.1	259.1	150.8
204313_s_at	167.5	113.7	249.5	232.1
204314_s_at	169	236	290.1	333.1
204315_s_at	142.2	19.2	53.1	229.9
204316_at	198.2	237.1	248.1	296.4
204317_at	20.8	12.7	80.2	26
204318_s_at	65.1	53.7	238.4	87
204319_s_at	561.6	305.4	307.8	578.1
204320_at	123	31.8	186.9	117.8
204321_at	496.4	326.4	480	501.1
204322_at	18	17.1	65.2	31
204323_x_at	337.1	172.5	285.7	384.4
204324_s_at	574.7	189.4	374.4	431.9
204325_s_at	215.9	221.7	278.8	207.6
204326_x_at	7373.8	6396.4	5822.5	9339.7
204327_s_at	220.9	222.7	257.7	329.5
204328_at	272.2	88.5	92.7	270.7
204329_s_at	122.7	152	39.9	149.1
204330_s_at	151	132.7	115.5	10.4
204331_s_at	945.5	998.1	1067.1	1073.5
204332_s_at	296.7	382.9	353.4	369.5
204333_s_at	244.7	219.1	198.6	246
204334_at	1064	652.6	910.7	754.9
204335_at	25.5	23.7	143.2	135.6
204336_s_at	213.4	173.7	467.7	477.7
204337_at	47.1	196.2	99.9	47.6
204338_s_at	56.2	9.7	23.2	12.7
204339_s_at	86.4	49.7	127.1	122.1
204340_at	128.8	205.7	346.6	327.1
204341_at	574.2	193.2	464	853.4
204342_at	147.7	184.7	269.1	294.7
204343_at	72	65.6	84.9	156.1
204344_s_at	485.1	506.7	570.4	479.5
204345_at	65.7	19.4	48.5	26.2
204346_s_at	251.5	217	247.2	288.9
204347_at	72.7	6.5	61.7	104.6
204348_s_at	139.8	201.9	224.9	219.7
204349_at	216.5	208.5	165.1	195.4
204350_s_at	668.7	637.1	813.1	557.8
204351_at	228.4	45.4	29.7	48
204352_at	178.7	153	175.4	193.5
204353_s_at	359.2	114	230.2	92.8
204354_at	209.6	234.9	112	160.4
204355_at	979.2	670.7	754.4	794.7
204356_at	123.9	52.2	99.6	171.9
204357_s_at	18.2	25.9	23.9	33
204358_s_at	450.7	137.5	577.9	334.4
204359_at	731.6	776.6	668.6	741.5
204360_s_at	27	72.4	230.7	15.9
204361_s_at	108.4	17.5	31.6	56.1
204362_at	25	40.7	173.9	20.6
204363_at	31	18.1	112.1	43.7
204364_s_at	2132.7	1602.9	1773.4	1830.8
204365_s_at	832.2	1063	1016.4	1141.2
204366_s_at	1029.1	564.8	890.5	944.7
204367_at	439.5	624.7	493.7	610.7
204368_at	674.6	359.7	595.5	419.7
204369_at	329.1	360.6	198.7	218.8
204370_at	842	515.5	747.7	794.4
204371_s_at	180.1	60.1	221	93.4
204372_s_at	299.2	257	523	335
204373_s_at	599.7	585.4	863.5	699.4
204374_s_at	14.1	28.2	28.8	14.9
204375_at	56.7	51.6	42.5	86.8
204376_at	135.1	186.4	239.4	201.6
204377_s_at	340.7	186.2	531.8	397.5
204378_at	29.1	151.7	66.9	137.9
204379_s_at	42.8	12.7	32.9	21.6
204380_s_at	188.5	179.8	70.7	213
204381_at	368.7	168	51.2	64.4
204382_at	228.7	201.8	332.4	321.8
204383_at	141.8	182.8	316.9	169.8
204384_at	20.4	177.7	61	151.2
204385_at	705.8	699.2	410.1	525
204386_s_at	3305.6	3390.7	2658.7	2749.7
204387_x_at	653.9	1192.5	954.6	826
204388_s_at	198.1	247.8	53.5	60.1
204389_at	180.9	83.5	58.5	96.7
204390_at	11.8	9.1	12.9	18.6
204391_x_at	478.4	592.8	456.8	437
204392_at	151.1	37.7	247.4	248.9
204393_s_at	162.7	127.7	178.2	174.2
204394_at	674	448.4	473.5	680.4
204395_s_at	276.6	448.7	140.7	577.4
204396_s_at	402.6	278.7	307.7	357
204397_at	283	317.6	451.2	288.7
204398_s_at	344.4	192	139.7	118.2
204399_s_at	24.7	59.7	30.9	31
204400_at	64.7	89.4	21.2	116.8
204401_at	169.6	63.6	116.9	101.2
204402_at	47.5	96.4	78.4	200.4
204403_x_at	496.2	440.9	728.7	580.8
204404_at	980	833.2	744.5	528.5
204405_x_at	777.7	849.7	398.7	723.8
204406_at	18.7	90.1	164.6	107.4
204407_at	112.9	192.9	118.2	96.5
204408_at	133.8	208.6	17.9	410.9
204409_s_at	1142	1023.1	427.9	733.7
204410_at	418.7	637.7	539.1	442.9
204411_at	55.6	43.5	87.8	51.9
204412_s_at	137	24.6	335	65
204413_at	25.5	31.6	72.5	53.7
204414_at	36.9	20	99.8	8.1
204415_at	49.8	87.7	101.9	188.7
204416_x_at	188.2	99.7	113.1	145.7
204417_at	365.7	360.5	298.9	349.7
204418_x_at	3440	3178.1	2185.5	2335.8
204419_x_at	947.6	648.2	851.7	1377
204420_at	74.6	74.8	84.6	82.8
204421_s_at	64.5	25.7	164.4	24.7
204422_s_at	86.2	106.5	110.1	135.7
204423_at	37.4	105.1	18.9	273.6
204424_s_at	420.6	145.7	626.7	278
204425_at	24	39.7	30.5	16.2
204426_at	692.4	282.5	530.7	395.6
204427_s_at	1052.7	419	1129.5	1159.8
204428_s_at	20.5	21.4	22.4	18.5
204429_s_at	1248.9	1056.8	869.8	778.7
204430_s_at	1222.7	1763.8	1355.4	849.2
204431_at	463.6	596.2	502.8	383.5
204432_at	105.9	50.8	132.4	152.5
204433_s_at	69	243.7	58.4	62.7
204434_at	507.6	535.5	319.9	470.1
204435_at	238.7	256.4	212.7	286.2
204436_at	259.2	92.9	244.7	443.8
204437_s_at	242.5	470.8	128.4	430.1
204438_at	104.5	255.7	101.4	190.7
204439_at	23.1	32.2	164.9	28.1
204440_at	244.6	265.5	178.2	574.5
204441_s_at	179.7	42.1	110.5	70.9
204442_x_at	333.4	350.4	182	301.8
204443_at	110.4	138	446.7	71.7
204444_at	90.8	14.7	39.2	20.2
204445_s_at	352.1	45.9	217.5	57
204446_s_at	102.8	49.6	330.7	128.5
204447_at	162.6	481	437.4	398.1
204448_s_at	301.9	298.7	283.9	373.1
204449_at	102.2	116.1	126.9	128.6
204450_x_at	48.5	93.7	60.7	85.6
204451_at	236.2	48.1	358	322.4
204452_s_at	241.8	28.6	370.5	188.2
204453_at	259.2	164.7	170.9	119.9
204454_at	91.7	82	48	414.8
204455_at	146.5	44.9	176.9	84.4
204456_s_at	29.7	30.4	100.5	37.5
204457_s_at	460.1	335.7	237.9	301.8
204458_at	206.6	374	150.7	175.2
204459_at	99.8	184	263.9	198.5
204460_s_at	379.4	252.1	76.1	202
204461_x_at	666.6	915.6	909.9	567.7
204462_s_at	210	100.6	109.5	62.2
204463_s_at	120.5	64.6	20.6	143.7
204464_s_at	449.5	288.2	250	247.2
204465_s_at	416.5	423.4	375.7	358.4
204466_s_at	236.1	180.9	328.2	366.8
204467_s_at	232.7	85.9	183.7	314.6
204468_s_at	52.9	46	32.5	18.7
204469_at	190.9	138.4	29.7	193.8
204470_at	148.5	95.8	13.6	179.4
204471_at	73.8	11.6	66.5	60.9
204472_at	109.2	254.8	84	299
204473_s_at	723.2	1120.6	504.4	1219.7
204474_at	108.4	321.7	59.7	121.6
204475_at	4	9.7	21.1	11.5
204476_s_at	415.7	232.2	321.7	359.7
204477_at	83.1	121	58.5	135.6
204478_s_at	317.8	126.1	183.6	333.5
204479_at	174.4	54.8	199.7	180.5
204480_s_at	545.2	447	568.7	803.5
204481_at	135.7	82.5	78.5	73.4
204482_at	526.7	237.8	377.6	342.4
204483_at	53404.4	59713	59198.8	48281.2
204484_at	308.1	1217.4	1145.8	701.4
204485_s_at	132.7	13.2	115.9	136.9
204486_at	52.7	9.5	29.6	72.2
204487_s_at	19.7	69.2	26.4	14.7
204488_at	425.6	131.6	226.7	210.2
204489_s_at	237.1	56.7	85.8	306.9
204490_s_at	289.1	351.6	318.7	402.5
204491_at	1411.5	1572.5	1591.5	1673.7
204492_at	73.4	61.2	55.2	73.7
204493_at	51.7	36.6	35.6	81.7
204494_s_at	489.4	171.4	282.7	588.1
204495_s_at	199.8	247.8	338.7	234.2
204496_at	905	1162	763.4	806.5
204497_at	841	2659.2	930.8	1045.2
204498_s_at	742	575.2	788.4	573.8
204499_at	58.4	172.1	33	172.8
204500_s_at	863.8	887.2	638.2	447.6
204501_at	188.8	196.5	447.5	321.8
204502_at	471.4	346.2	262.7	428.5
204503_at	58.6	46.6	52.7	43.7
204504_s_at	394.4	497.1	351.6	432
204505_s_at	359	447.8	448.6	729.7
204506_at	407.9	372	597.8	481.2
204507_s_at	229.6	122.7	134.9	161.2
204508_s_at	31.9	31.9	28.8	16.1
204509_at	446.5	278.5	277.6	221.7
204510_at	182	24.5	280.1	165.4
204511_at	465.2	283.5	596.8	298.2
204512_at	218.4	122.8	36	182.7
204513_s_at	87.7	67.9	146.8	89.4
204514_at	462.6	763.7	823.7	967.1
204515_at	11.6	91.7	170.8	50.2
204516_at	226.7	380.5	367.4	337.2
204517_at	1393.4	1019.8	1801.9	974.1
204518_s_at	874.9	569.7	777.5	689
204519_s_at	348.7	254.6	451.9	313
204520_x_at	375.2	607.7	555	247
204521_at	397.2	277.9	470.1	335.7
204522_at	151	126.2	193.7	132.1
204523_at	141.8	131.4	173.8	37.8
204524_at	25.8	266	350	63.4
204525_at	3.1	8.1	45.9	35.1
204526_s_at	1564	1137.5	2180.8	1750.4
204527_at	60.2	185.6	63.1	238.2
204528_s_at	740.9	930.2	1669.8	1252.8
204529_s_at	68	108.8	217.8	104.1
204530_s_at	6.4	99.4	9.6	3.7
204531_s_at	186	135.4	179.7	33.5
204532_x_at	392.7	482.6	461.8	549.7
204533_at	171.4	186.5	154.4	375.4
204534_at	213.1	74.5	215.2	50
204535_s_at	292.2	337.5	155.7	126.4
204536_s_at	48	90.5	198.2	190.9
204537_s_at	254.1	87.4	16.4	98.4
204538_x_at	2396.5	2943.7	1789.9	1721.6
204539_s_at	12.8	83.7	95.7	29.4
204540_at	18908.2	28199	22420.8	13061.4
204541_at	335.7	31	259.9	156.1
204542_at	688.4	518.7	721	728.6
204543_at	34.9	93.7	45.7	25.6
204544_at	69.6	155.5	196.9	134.9
204545_at	21.7	45.2	34.8	36
204546_at	87.4	162.7	245	331
204547_at	604	1401.7	1213.8	372
204548_at	21	18.4	36.9	13.8
204549_at	384.7	278.4	92.9	467.1
204550_x_at	1819.8	2828.8	1966.8	1292.6
204551_s_at	143	118.1	32.4	197.5
204552_at	179.2	169.7	328.1	207
204553_x_at	19.7	22	110.6	50.7
204554_at	400.7	198.4	467.7	469
204555_s_at	423.5	15.2	397.7	53.9
204556_s_at	412	138.5	533.7	100.5
204557_s_at	53	77.8	8.4	75.7
204558_at	33.7	46	27.8	37.4
204559_s_at	409.9	392.5	294.1	302
204560_at	96.1	31.7	103.1	542.5
204561_x_at	40.7	120	42.9	42.9
204562_at	167.9	170.4	118	195.6
204563_at	301.5	36.4	321.7	303.4
204564_at	194.4	173.8	441.1	198
204565_at	1634.7	1599.7	1505.8	1556.6
204566_at	212.8	159	456.7	255.2
204567_s_at	314.7	448.4	594.8	228.7
204568_at	977.1	923.1	844.5	823.1
204569_at	4.9	99	51.9	38.7
204570_at	38639.7	49205.5	43302	38090.1
204571_x_at	1169.1	1269.1	1180.9	1126.7
204572_s_at	445.7	356.5	269.7	377
204573_at	688.1	764.1	419.7	321.6
204574_s_at	148	95	79.6	347.5
204575_s_at	62.7	83.1	91.4	75.2
204576_s_at	382.7	342.9	532.2	553.9
204577_s_at	142.7	23	157	112.7
204578_at	195.4	159.7	163.5	157.5
204579_at	182.1	29.1	15.6	34.2
204580_at	204.9	132.2	291.1	280.6
204581_at	39.7	18.8	54.8	21.7
204582_s_at	28	13.2	36.1	53.2
204583_x_at	34	57.7	27.9	43.9
204584_at	255.1	45.7	151.8	41.7
204585_s_at	64.8	57.9	69.4	31.6
204586_at	514	39.1	54.5	67.7
204587_at	300.9	213.6	31.1	21.7
204588_s_at	516.9	142	420.4	224.6
204589_at	1553.1	907	1584	999.8
204590_x_at	238.1	110.2	156.4	165.2
204591_at	78.5	121.4	59.9	77.4
204592_at	38.5	16.5	64.6	190.6
204593_s_at	104.7	266.5	179.6	176
204594_s_at	422	461	554.6	619.7
204595_s_at	355	321.2	537.8	496.9
204596_s_at	149.2	117.1	125.7	222.7
204597_x_at	192	58.7	27.5	76.7
204598_at	88	134.9	106.7	215.9
204599_s_at	526	387.4	667.4	523.5
204600_at	207.9	282.7	304.5	268.5
204601_at	213.2	345.6	205	192.2
204602_at	363.9	123.6	265.1	229.1
204603_at	236.4	184.1	182.7	41.6
204604_at	620.9	407.8	360	589.8
204605_at	664.2	709.7	645.5	721.4
204606_at	259.8	308.7	181.1	122.2
204607_at	67.8	53.4	73.2	40.8
204608_at	283.2	216	313	178.2
204609_at	12.7	17.1	17.8	24.7
204610_s_at	674.8	873.7	678.7	860.4
204611_s_at	138	64.1	70.2	41.8
204612_at	6953.4	7332.4	7381.5	7220.7
204613_at	240.6	353	680	807.6
204614_at	101.4	16.5	30.8	100.5
204615_x_at	1535.7	1646.1	955.4	1548.4
204616_at	1529.7	1254.4	1124.7	1340
204617_s_at	82.6	106.1	280.7	28.9
204618_s_at	427.6	393	376.2	309.7
204619_s_at	112.7	206.9	14.6	201.7
204620_s_at	123.4	331	197.7	362.7
204621_s_at	40.4	16	18.9	24.8
204622_x_at	96.1	112.1	236.7	151.8
204623_at	25	64.8	22.4	225.4
204624_at	316	326.6	427.7	263.7
204625_s_at	220.4	341.4	120.2	411.2
204626_s_at	158.8	177.7	297.2	294.6
204627_s_at	33.2	53.6	172.9	140.7
204628_s_at	212.8	230.2	391.5	129.2
204629_at	835.8	1656.8	1290	1228.1
204630_s_at	880	748.7	497.4	907.8
204631_at	55082.8	52451.8	63209.6	53504.6
204632_at	574.7	653.9	690.4	590.7
204633_s_at	337.6	240.8	268.7	52.5
204634_at	124.8	142.4	182.5	118.5
204635_at	587.9	289.6	353.7	251.7
204636_at	20.6	81.7	27.4	16.7
204637_at	188.6	55.6	59.5	215.7
204638_at	155.1	76.4	81.7	209.8
204639_at	561.7	254.2	293.6	473.9
204640_s_at	1081.7	1731.6	1075.8	1045.7
204641_at	175.5	89.4	89.8	38.7
204642_at	498.4	545.7	472.4	734.2
204643_s_at	219.5	90.4	91.1	112.9
204644_at	281.4	60.5	164.2	157
204645_at	180.7	231	220.6	235.5
204646_at	162.5	229.7	212.2	177.7
204647_at	268.4	1174.7	653.6	376
204648_at	36.4	85.1	98.7	213.9
204649_at	309.8	107.2	266.7	358.9
204650_s_at	550.5	700	536.8	549.1
204651_at	554.4	247.6	427.8	357
204652_s_at	91.5	39.2	88.4	79.1
204653_at	235.8	155.7	178.8	106.7
204654_s_at	57.1	79	116.6	92.6
204655_at	10.7	256.4	228	368.1
204656_at	258.4	187.8	51	103.5
204657_s_at	487.9	308.6	74.6	325.7
204658_at	450.6	360.6	762.7	363.7
204659_s_at	376.8	282	366.9	163.8
204660_at	38.9	27.7	33.7	61.2
204661_at	51.6	33.5	66.6	41.8
204662_at	95.7	351.7	147.7	239.6
204663_at	442.6	346.7	361.1	359.5
204664_at	31.8	20.9	29.2	27.1
204665_at	189.7	194.2	191.8	190.7
204666_s_at	116	113.7	99.7	181.4
204667_at	307.2	34.6	54.6	158.7
204668_at	218.4	325.1	322.4	341.2
204669_s_at	20.9	15.5	26.5	18.4
204670_x_at	2337.7	1801.8	2358.4	3098.5
204671_s_at	194.6	124.7	79.4	136
204672_s_at	145.4	115.2	171.4	169.7
204673_at	82	41.8	87.9	78.2
204674_at	295.6	59	45.9	118.6
204675_at	87.4	164.6	18.7	105.4
204676_at	588.1	476.1	537.4	231.9
204677_at	642.4	567.8	791.5	779.6
204678_s_at	30.5	29.1	67.7	34.5
204679_at	227.2	280.6	83.9	283.4
204680_s_at	230	266.7	434.8	376
204681_s_at	172.1	155.8	259	159
204682_at	677.2	486.6	550.7	578.1
204683_at	614.7	447.7	869.7	620.4
204684_at	55	89.7	60.5	53.5
204685_s_at	1465.7	2373.4	2136.6	1410.8
204686_at	1715.6	2311.9	1678.2	884.7
204687_at	726.5	454.2	423.5	632.2
204688_at	290.2	159.4	214.7	372.5
204689_at	191.4	234.2	123.9	256.7
204690_at	1483.4	1440.7	1625.5	1424.5
204691_x_at	760	837.9	606.9	747.5
204692_at	126.4	308.6	102.9	69.5
204693_at	77.5	145.6	72.6	137
204694_at	86.6	59	143	88.7
204695_at	34.1	21.7	42.9	37.7
204696_s_at	21.9	190.6	125.1	23.1
204697_s_at	326.1	99.6	210.7	400
204698_at	22.7	30	40.7	33.7
204699_s_at	396.9	475.2	528.7	468.5
204700_x_at	307.6	213.5	391.8	313.8
204701_s_at	54.7	115.8	105.9	156.9
204702_s_at	138.8	106.7	303.5	165.8
204703_at	713.6	528.7	678.5	778
204704_s_at	28.6	16.1	6.1	3.6
204705_x_at	24.4	16.2	72	45.1
204706_at	599.5	458.7	553.5	376.7
204707_s_at	20.7	173.1	35.1	17.1
204708_at	62.7	13.7	82.6	178.9
204709_s_at	25.1	4.8	117.9	70.7
204710_s_at	1711	1674.6	1886.5	1447.4
204711_at	103.2	74.4	94.8	440.7
204712_at	59.2	9.6	32.9	62.7
204713_s_at	478.4	288	371.6	210.1
204714_s_at	133.2	185.7	266.7	260
204715_at	164.8	103.9	277.9	369.5
204716_at	246.4	382.9	476.7	317.6
204717_s_at	1246.9	1332.2	1804.9	1439.7
204718_at	560.8	191.1	463.1	263.6
204719_at	923.5	857.7	573.7	627.1
204720_s_at	93.8	55.5	128.2	40.5
204721_s_at	135.5	174	108.9	126.1
204722_at	27.7	42.8	310.6	49.5
204723_at	413.5	461.2	417.1	489.8
204724_s_at	32.6	28.5	23.4	18.9
204725_s_at	725.2	724.4	599.8	720.4
204726_at	336.2	327.9	369.7	572.6
204727_at	49.7	9.7	96.2	12.1
204728_s_at	88.1	179.7	78.5	160.9
204729_s_at	135.2	288.8	197.4	311.8
204730_at	39.6	14.2	208.5	92.2
204731_at	456.2	144	199.1	352
204732_s_at	217.1	200.9	193.2	160
204733_at	222.2	174.1	15.8	149
204734_at	7.9	61.6	11	25.7
204735_at	910.7	1380.9	973.7	787.8
204736_s_at	127.5	39.2	50.6	34
204737_s_at	54421.2	60592.7	83017.8	30433.6
204738_s_at	448.4	617.9	640.6	447.5
204739_at	109.4	162.4	97.6	139.8
204740_at	705	957.7	1162	567.9
204741_at	128.2	72.8	152.7	86.8
204742_s_at	153.8	143.1	234.5	166.4
204743_at	253.2	498	681.4	228.9
204744_s_at	2856.9	2499.6	2609.1	2866.5
204745_x_at	2903.1	1461.5	2131	3580.4
204746_s_at	493.7	289.1	474.1	444.4
204747_at	366.7	409.7	808	415.5
204748_at	17	109.8	12	20.6
204749_at	13.8	150.4	75.9	115.6
204750_s_at	114	33.7	33.8	113.6
204751_x_at	85	67	44.2	123.7
204752_x_at	1845.8	1723.6	1775.1	1453.4
204753_s_at	108.7	250.9	290.2	377
204754_at	69.9	136.4	485.6	223.7
204755_x_at	158.2	274.1	137.2	271.4
204756_at	356.5	286.7	587.4	243.9
204757_s_at	74.5	210.8	95.8	79.2
204758_s_at	66.5	16.8	21.9	14.8
204759_at	382.4	299.1	114.6	297.2
204760_s_at	355.7	638.2	248	147.7
204761_at	18.9	21.1	35	102.7
204762_s_at	140.7	216.8	177.7	190.6
204763_s_at	65.6	50.7	151.8	131.7
204764_at	214.7	195.2	145.8	167.5
204765_at	97.4	73.8	168.5	238.4
204766_s_at	14.2	14.4	125.2	17.2
204767_s_at	72.5	297.7	276.8	256
204768_s_at	384.5	430.5	532.1	432.9
204769_s_at	263.1	22.4	365.1	108.5
204770_at	227.4	204.2	273.6	287.1
204771_s_at	410.6	375.8	282.8	439.8
204772_s_at	424.6	277.2	233.1	420.4
204773_at	453.1	378.8	280.1	421.8
204774_at	139.7	96.5	106.6	35
204775_at	262.7	591.6	390.6	293.2
204776_at	1781.9	1118.7	921.2	2926.6
204777_s_at	305.6	302.7	455	450.7
204778_x_at	179.4	19.8	252.7	232.4
204779_s_at	160.7	151.2	78.9	232.1
204780_s_at	125.4	53.4	62.9	196.8
204781_s_at	157.1	225	277.7	409.6
204782_at	234.6	81.4	194.9	112.4
204783_at	2116.1	2346.9	1850	1287.8
204784_s_at	5316.2	5180.1	3908.6	3138.7
204785_x_at	852.1	527.2	736.4	606.4
204786_s_at	25.2	15.8	195	250.7
204787_at	360.4	372.2	322	343.1
204788_s_at	472.2	402.5	228.2	510.7
204789_at	68.7	19.5	46.1	25.5
204790_at	198.8	511.2	217.6	420.8
204791_at	625.6	579.8	577	342.6
204792_s_at	23.5	18.6	30.1	21.4
204793_at	398.1	312.9	375.7	437.4
204794_at	25.7	36.5	67.9	44
